0,1616,1812,1664,1873
0,2262,1808,2346,1888
0,3400,1917,3569,1999
0,2926,2024,2999,2087
0,3297,2026,3355,2089
0,1671,2137,1720,2200
0,3191,2134,3249,2198
0,3343,2243,3417,2307
0,1187,2354,1243,2435
0,1408,2355,1458,2418
0,2907,2349,2965,2414
0,3134,2350,3418,2432
0,1076,2462,1130,2529
0,2072,2461,2147,2524
0,2020,2677,2078,2741
0,2196,2787,2270,2851
0,2543,3004,3017,3081
0,3394,3008,3461,3074
0,2958,3114,3023,3178
0,2233,3334,2408,3417
0,2470,3335,2675,3418
0,2737,3334,2938,3417
0,3000,3336,3206,3419
0,3419,3339,3587,3421
0,2001,3551,2059,3615
0,2138,3669,2187,3725
0,2846,3660,2917,3725
0,1142,3767,2084,3853
0,2978,3989,3033,4053
0,1574,4107,1644,4177
0,1821,4098,1877,4164
0,2231,4098,2286,4165
0,3281,4101,3597,4185
0,533,4205,1071,4289
0,2068,4227,2101,4271
0,2357,4216,2426,4285
0,2481,4205,2829,4289
0,2884,4205,3569,4292
0,721,4314,853,4399
0,1617,4318,1673,4383
0,1909,4313,2063,4399
0,2123,4313,2299,4399
0,530,4426,909,4510
0,969,4437,1297,4510
0,1354,4428,1961,4512
0,2173,4429,2228,4495
0,2624,4427,2758,4512
0,956,4538,1011,4604
0,1111,4799,1167,4866
0,3298,4911,3607,4995
0,982,5019,1327,5102
0,2197,5019,2477,5100
1,907,1055,1316,1137
1,2854,1208,2912,1273
1,1320,1321,1376,1385
1,1650,1449,2483,1623
1,1676,1685,1885,1748
1,2250,1680,3476,1764
1,3182,1854,3235,1898
1,2131,1966,2180,2024
1,2519,1945,2573,2009
1,2762,1941,3599,2027
1,1122,2050,2141,2135
1,2199,2054,2387,2123
1,3195,2053,3251,2118
1,2343,2182,2391,2241
1,2819,2163,3044,2241
1,3316,2164,3371,2229
1,2162,2273,2218,2338
1,1489,2399,1542,2443
1,1804,2380,1859,2445
1,532,2510,581,2569
1,980,2491,1204,2567
1,1695,3229,1871,3311
1,3124,3231,3300,3311
1,1147,3358,1216,3416
1,3421,3340,3598,3421
1,868,3453,955,3527
1,1984,3467,2052,3526
1,3029,3448,3415,3529
1,902,3556,1077,3638
1,2362,3556,2554,3638
1,3332,3576,3400,3634
1,1481,3697,2658,3877
1,1848,3953,1887,4016
1,2126,3952,2172,4016
1,1478,4059,1536,4122
1,1764,4060,1957,4142
1,1293,4167,1543,4249
1,1741,4170,1790,4233
1,2545,4171,2602,4234
1,3460,4281,3578,4347
1,523,4387,803,4470
1,2019,4389,2076,4452
1,518,4498,574,4563
1,805,4495,982,4576
1,2001,4498,2056,4563
1,2286,4500,2333,4563
1,1620,4604,1693,4667
1,1546,2752,1965,2834
1,3217,2753,3275,2819
1,1653,2862,1707,2928
1,1949,2862,2124,2944
1,755,2970,814,3035
1,3043,5018,3217,5100
1,1402,5123,1638,5206
1,3196,5127,3583,5209
1,647,5230,860,5298
2,1598,958,2454,1130
2,1647,1193,1856,1263
2,2679,1193,2750,1271
2,2372,1320,2431,1380
2,1520,1425,1756,1486
2,899,1512,1501,1598
2,2262,1519,2330,1582
2,1165,2480,1236,2558
2,2568,2498,2627,2557
2,2981,2476,3412,2561
2,880,2588,1024,2671
2,2971,2589,3037,2652
2,882,2697,1206,2780
2,1454,2714,1698,2768
2,1803,2698,2174,2782
2,3360,2846,3554,2929
2,1886,2957,1942,3023
2,2506,2954,2710,3039
2,2988,2954,3191,3039
2,1542,3173,1717,3257
2,2260,3174,2352,3257
2,2586,3174,2677,3256
2,3277,3172,3388,3256
2,494,3282,584,3366
2,1647,3285,1703,3352
2,2742,3282,2937,3364
2,3468,3392,3576,3475
2,688,3502,796,3583
2,1661,3501,2061,3587
2,3500,3502,3555,3568
2,784,3629,837,3677
2,893,3617,947,3693
2,2114,3613,2169,3681
2,2213,3612,2291,3695
2,2722,3617,2778,3692
2,955,3723,1010,3790
2,1659,3876,2413,3962
2,1140,4020,1234,4093
2,2654,4016,2760,4091
2,3000,4018,3106,4099
2,2114,4238,2312,4320
2,1944,5275,2139,5340
3,942,969,1035,1043
3,2495,967,2587,1040
3,1105,1076,1197,1149
3,1125,1222,2057,1307
3,2354,1233,2676,1289
3,2730,1225,2960,1298
3,1121,1354,2051,1439
3,2350,1362,2673,1436
3,2727,1357,2956,1431
3,823,1507,977,1591
3,1461,1675,1879,1758
3,2366,1673,2541,1756
3,2093,1786,2151,1850
3,528,1896,584,1961
3,1777,1914,1832,1961
3,1887,1902,1943,1978
3,2283,1914,2338,1960
3,2778,1900,2833,1975
3,1115,2005,1170,2071
3,2757,2004,2826,2079
3,639,2167,1893,2252
3,1602,2299,1919,2382
3,2258,2299,2529,2383
3,638,2410,1892,2514
3,1601,2559,1919,2642
3,2258,2559,2528,2642
3,953,2722,1237,2804
3,1450,2701,1734,2803
3,2709,2723,2757,2784
3,3519,2722,3578,2786
3,3311,2886,3596,2969
3,2165,2994,2449,3076
3,3112,2994,3565,3077
3,528,3104,1182,3187
3,1408,3124,1663,3181
3,1829,3124,2089,3168
3,2376,3102,2793,3185
3,1194,3213,1692,3296
3,3160,3231,3194,3277
3,3440,3216,3586,3278
3,529,3323,1078,3407
3,2279,3322,2696,3405
3,920,3438,1013,3510
3,1097,3593,3001,3938
3,767,4019,948,4102
3,2321,4022,2414,4096
3,523,4130,617,4203
