0,1095,2156,1171,2223
0,737,2253,814,2345
0,975,2276,1050,2344
0,3074,2284,3149,2351
0,1860,2387,1935,2489
0,2149,2409,2211,2489
0,2509,2408,2582,2475
0,1426,2527,1501,2594
0,3513,2507,3589,2598
0,3896,2528,3971,2596
0,2164,2654,2238,2722
0,1718,2878,1794,2969
0,1986,2900,2072,2981
0,1424,3020,1499,3087
0,2829,3267,2904,3335
0,3855,3266,3874,3332
0,1255,3536,1276,3602
0,2765,3537,2839,3605
0,1183,3662,1227,3733
0,1484,3789,1571,3865
0,2808,3787,3209,3883
0,3568,3794,3616,3865
0,1332,3907,1453,4003
0,2145,3909,2233,3990
0,1223,4035,1271,4110
0,1444,4030,1520,4095
0,1796,4211,2400,4287
0,2620,4199,2971,4288
0,1995,4500,2797,4667
0,1405,4756,1497,4839
0,2032,4758,2223,4830
0,2423,4756,2823,4854
0,3846,4753,3996,4836
0,2608,4880,2695,4963
0,3029,4890,3509,4963
0,745,5004,791,5070
0,1170,5024,1654,5086
0,2370,5005,2414,5072
0,2782,5003,2804,5070
0,3428,5002,3605,5070
0,3859,5003,4074,5071
0,747,5126,964,5207
0,1005,5127,1246,5209
0,1497,5136,1544,5209
0,2549,5127,2636,5197
0,3721,5124,3765,5191
0,744,5247,1869,5339
0,1088,5373,1290,5456
0,1644,5374,1819,5441
0,2199,5377,2376,5458
0,3107,5370,3497,5463
0,3750,5370,3820,5452
0,1967,5498,2009,5579
0,2219,5496,2430,5589
0,2355,5621,2881,5706
0,3809,5618,3885,5686
0,744,5744,897,5831
0,1752,5746,1839,5821
0,1108,5868,1290,5951
0,2087,5868,2496,5954
0,2751,5868,2821,5951
1,1054,960,1076,1026
1,1266,958,1490,1047
1,3901,964,4053,1047
1,1533,1082,1609,1150
1,1368,1327,1739,1412
1,2196,1329,2266,1410
1,3708,1329,3728,1395
1,3925,1329,3965,1395
1,1161,1450,1231,1533
1,2992,1450,3058,1517
1,3208,1450,3246,1517
1,973,1574,1047,1642
1,2787,1573,2808,1640
1,3286,1574,3308,1641
1,3791,1698,4010,1782
1,2414,1821,2436,1888
1,2596,1823,2657,1903
1,3002,1821,3229,1904
1,3925,1818,4168,1894
1,966,1949,1026,2031
1,2075,1945,2295,2030
1,822,2067,1389,2153
1,3502,2070,3571,2150
1,3789,2068,3856,2134
1,1606,2370,3246,2460
1,935,2552,997,2632
1,2049,2545,2099,2613
1,3910,2547,4062,2628
1,1883,2668,1958,2733
1,1546,2858,3272,2951
1,934,3039,1009,3107
1,2049,3034,2099,3102
1,3044,3034,3197,3117
1,4091,3034,4167,3102
1,1428,3159,1694,3243
1,3554,3157,3596,3239
1,3766,3156,3853,3228
1,1348,3287,1370,3355
1,2341,3285,2427,3368
1,3844,3310,3892,3354
1,4066,3285,4156,3369
1,3573,3410,3595,3476
1,1726,3600,3202,3691
1,1030,3780,1792,3858
1,2038,3777,2249,3856
1,1790,3897,1941,3979
1,2797,3897,2884,3968
1,4013,3922,4146,3989
1,802,4024,1021,4104
1,1193,4019,1268,4087
1,1341,4020,1569,4102
1,1782,4190,2581,4285
1,2759,4194,3066,4280
1,1782,4367,1921,4449
1,1578,4538,2830,4632
1,1867,4712,2731,4802
1,2911,4716,3217,4801
1,1686,4958,3017,5048
1,1146,5159,1191,5220
1,1363,5138,1442,5207
1,1904,5136,2557,5223
1,1744,5305,2695,5393
1,2873,5310,3158,5395
1,949,5485,1601,5569
1,2124,5485,2300,5567
1,1530,5652,2925,5741
1,3104,5657,3390,5741
1,1630,5832,1692,5901
1,1964,5835,2044,5904
2,1659,970,2144,1058
2,2330,966,2999,1054
2,1565,1194,1637,1259
2,1798,1171,1989,1259
2,1561,1366,2192,1454
2,2375,1363,3113,1449
2,2822,1554,2891,1618
2,700,1661,884,1747
2,1056,1686,1106,1730
2,1469,1783,2025,1868
2,2204,1783,2226,1851
2,950,1904,1760,1992
2,2077,1910,2297,1992
2,2625,1905,3318,1991
2,2101,2033,2191,2101
2,1567,2150,4061,2243
2,707,2279,1494,2362
2,1181,2483,3526,2571
2,1343,2657,1681,2725
2,1925,2654,2439,2739
2,1398,2906,2213,2989
2,1398,3076,2380,3259
2,1405,3338,2830,3524
2,3008,3387,3294,3473
2,2079,3635,2163,3694
2,2337,3611,2763,3694
2,3434,3605,4051,3693
2,712,3735,859,3819
2,1741,3740,2295,3819
2,1643,3860,1721,3927
2,1988,3856,2813,3942
2,1073,3981,2069,4064
2,1076,4106,1378,4186
2,1935,4103,2154,4189
2,2214,4105,2636,4197
2,3286,4102,4057,4197
2,3571,4225,4057,4312
2,707,4346,980,4436
2,2067,4376,2115,4419
2,2372,4353,2436,4432
2,1654,4542,2579,4631
2,2755,4545,3062,4630
2,1168,4833,3072,4922
2,3250,4839,3558,4925
2,887,5030,1064,5102
2,1237,5033,1313,5101
2,1665,5036,1688,5102
2,2578,5034,2665,5107
2,3418,5039,3558,5122
2,3829,5040,3915,5121
2,879,5158,901,5225
2,1724,5161,1787,5240
2,2000,5159,2087,5240
2,2281,5165,2304,5227
2,3119,5161,3209,5232
2,703,5307,753,5351
2,1851,5283,1941,5366
2,2188,5279,2699,5368
2,709,5405,799,5487
2,1069,5407,1155,5487
2,1238,5405,1326,5486
2,2394,5410,2480,5489
2,2946,5411,2969,5477
2,3535,5406,3607,5478
2,3777,5410,3864,5493
2,1831,5651,2902,5739
2,943,5826,965,5894
2,1587,5850,1656,5910
2,1823,5829,1909,5910
3,1354,940,2896,1045
3,1696,1110,3511,1214
3,1688,1274,2565,1363
3,1691,1433,2729,1527
3,2909,1440,3213,1525
3,1085,1607,1156,1679
3,2469,1638,2541,1697
3,3105,1616,3128,1682
3,3805,1618,3992,1701
3,816,1735,1003,1816
3,1334,1729,2737,1823
3,3487,1741,3510,1808
3,4089,1737,4160,1810
3,1220,1862,1244,1928
3,1771,2031,2690,2135
3,2874,2036,3182,2123
3,1683,2231,1722,2297
3,2195,2212,2218,2277
3,2412,2207,2498,2291
